,Innings,Player_name,Over_start_number,Runs_Scored,Balls_faced,Team1,Team2,Venue,Toss_winner,Toss_decision,Winner
33866,1,Haris Sohail,4.4,33,45,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,New Zealand
33867,1,Misbah-ul-Haq,20.2,47,65,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,New Zealand
33868,1,Sarfraz Ahmed,34.3,23,31,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,New Zealand
33869,1,Shahid Afridi,36.6,27,14,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,New Zealand
33870,1,Wahab Riaz,40.4,14,19,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,New Zealand
33871,1,Sohail Tanvir,45.1,14,10,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,New Zealand
33872,1,Mohammad Irfan,48.2,0,0,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,New Zealand
33873,2,DG Brownlie,0.1,47,59,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,New Zealand
33874,2,AP Devcich,0.1,58,65,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,New Zealand
33875,2,KS Williamson,18.3,70,90,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,New Zealand
33876,2,LRPL Taylor,24.5,2,3,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,New Zealand
33877,2,TWM Latham,26.4,3,7,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,New Zealand
33878,2,CJ Anderson,28.6,10,10,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,New Zealand
33879,2,L Ronchi,32.4,36,32,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,New Zealand
33880,2,DL Vettori,42.5,13,7,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,New Zealand
33881,2,MJ Henry,-1.0,0,0,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,New Zealand
33882,2,MJ McClenaghan,-1.0,0,0,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,New Zealand
33883,2,AF Milne,-1.0,0,0,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,New Zealand
34778,1,HM Amla,0.1,119,134,New Zealand,South Africa,Bay Oval,New Zealand,field,South Africa
34779,1,Q de Kock,0.1,26,32,New Zealand,South Africa,Bay Oval,New Zealand,field,South Africa
34780,1,F du Plessis,12.5,67,73,New Zealand,South Africa,Bay Oval,New Zealand,field,South Africa
34781,1,AB de Villiers,33.2,37,25,New Zealand,South Africa,Bay Oval,New Zealand,field,South Africa
34782,1,JP Duminy,42.4,19,16,New Zealand,South Africa,Bay Oval,New Zealand,field,South Africa
34783,1,DA Miller,44.3,7,10,New Zealand,South Africa,Bay Oval,New Zealand,field,South Africa
34784,1,RR Rossouw,47.6,0,1,New Zealand,South Africa,Bay Oval,New Zealand,field,South Africa
34785,1,VD Philander,48.1,1,4,New Zealand,South Africa,Bay Oval,New Zealand,field,South Africa
34786,1,DW Steyn,49.1,0,2,New Zealand,South Africa,Bay Oval,New Zealand,field,South Africa
34787,1,Imran Tahir,49.4,0,3,New Zealand,South Africa,Bay Oval,New Zealand,field,South Africa
34788,1,M Morkel,49.3,0,0,New Zealand,South Africa,Bay Oval,New Zealand,field,South Africa
34789,2,MJ Guptill,0.1,11,27,New Zealand,South Africa,Bay Oval,New Zealand,field,South Africa
34790,2,JDS Neesham,0.1,10,18,New Zealand,South Africa,Bay Oval,New Zealand,field,South Africa
34791,2,DG Brownlie,7.5,20,28,New Zealand,South Africa,Bay Oval,New Zealand,field,South Africa
34792,2,TWM Latham,8.2,16,28,New Zealand,South Africa,Bay Oval,New Zealand,field,South Africa
34793,2,BB McCullum,16.5,12,25,New Zealand,South Africa,Bay Oval,New Zealand,field,South Africa
34794,2,CJ Anderson,17.5,1,4,New Zealand,South Africa,Bay Oval,New Zealand,field,South Africa
34795,2,L Ronchi,19.4,79,82,New Zealand,South Africa,Bay Oval,New Zealand,field,South Africa
34796,2,DL Vettori,24.2,1,4,New Zealand,South Africa,Bay Oval,New Zealand,field,South Africa
34797,2,TG Southee,25.6,5,5,New Zealand,South Africa,Bay Oval,New Zealand,field,South Africa
34798,2,TA Boult,28.3,10,13,New Zealand,South Africa,Bay Oval,New Zealand,field,South Africa
34799,2,MJ McClenaghan,33.1,34,42,New Zealand,South Africa,Bay Oval,New Zealand,field,South Africa
34827,1,MJ Guptill,0.1,10,19,New Zealand,Sri Lanka,Seddon Park,New Zealand,bat,Sri Lanka
34828,1,BB McCullum,0.1,117,99,New Zealand,Sri Lanka,Seddon Park,New Zealand,bat,Sri Lanka
34829,1,TWM Latham,6.6,5,15,New Zealand,Sri Lanka,Seddon Park,New Zealand,bat,Sri Lanka
34830,1,LRPL Taylor,13.1,34,69,New Zealand,Sri Lanka,Seddon Park,New Zealand,bat,Sri Lanka
34831,1,DL Vettori,30.2,7,8,New Zealand,Sri Lanka,Seddon Park,New Zealand,bat,Sri Lanka
34832,1,CJ Anderson,33.3,5,14,New Zealand,Sri Lanka,Seddon Park,New Zealand,bat,Sri Lanka
34833,1,NL McCullum,36.6,13,26,New Zealand,Sri Lanka,Seddon Park,New Zealand,bat,Sri Lanka
34834,1,AF Milne,38.1,19,27,New Zealand,Sri Lanka,Seddon Park,New Zealand,bat,Sri Lanka
34835,1,MJ Henry,44.5,20,17,New Zealand,Sri Lanka,Seddon Park,New Zealand,bat,Sri Lanka
34836,1,TA Boult,47.2,13,6,New Zealand,Sri Lanka,Seddon Park,New Zealand,bat,Sri Lanka
34837,1,L Ronchi,36.4,0,0,New Zealand,Sri Lanka,Seddon Park,New Zealand,bat,Sri Lanka
34838,2,FDM Karunaratne,0.1,21,37,New Zealand,Sri Lanka,Seddon Park,New Zealand,bat,Sri Lanka
34839,2,TM Dilshan,0.1,116,126,New Zealand,Sri Lanka,Seddon Park,New Zealand,bat,Sri Lanka
34840,2,KC Sangakkara,12.6,38,41,New Zealand,Sri Lanka,Seddon Park,New Zealand,bat,Sri Lanka
34841,2,DPMD Jayawardene,22.6,27,29,New Zealand,Sri Lanka,Seddon Park,New Zealand,bat,Sri Lanka
34842,2,AD Mathews,31.6,39,46,New Zealand,Sri Lanka,Seddon Park,New Zealand,bat,Sri Lanka
34843,2,HDRL Thirimanne,45.4,2,5,New Zealand,Sri Lanka,Seddon Park,New Zealand,bat,Sri Lanka
34844,2,KMDN Kulasekara,-1.0,0,0,New Zealand,Sri Lanka,Seddon Park,New Zealand,bat,Sri Lanka
34845,2,NLTC Perera,-1.0,0,0,New Zealand,Sri Lanka,Seddon Park,New Zealand,bat,Sri Lanka
34846,2,SMSM Senanayake,-1.0,0,0,New Zealand,Sri Lanka,Seddon Park,New Zealand,bat,Sri Lanka
34847,2,HMRKB Herath,-1.0,0,0,New Zealand,Sri Lanka,Seddon Park,New Zealand,bat,Sri Lanka
34848,2,BMAJ Mendis,-1.0,0,0,New Zealand,Sri Lanka,Seddon Park,New Zealand,bat,Sri Lanka
34961,1,MJ Guptill,0.1,76,88,New Zealand,Pakistan,McLean Park,New Zealand,bat,New Zealand
34962,1,BB McCullum,0.1,31,26,New Zealand,Pakistan,McLean Park,New Zealand,bat,New Zealand
34963,1,KS Williamson,7.6,112,88,New Zealand,Pakistan,McLean Park,New Zealand,bat,New Zealand
34964,1,LRPL Taylor,27.3,102,69,New Zealand,Pakistan,McLean Park,New Zealand,bat,New Zealand
34965,1,GD Elliott,39.1,28,21,New Zealand,Pakistan,McLean Park,New Zealand,bat,New Zealand
34966,1,L Ronchi,46.6,0,1,New Zealand,Pakistan,McLean Park,New Zealand,bat,New Zealand
34967,1,NL McCullum,47.6,9,4,New Zealand,Pakistan,McLean Park,New Zealand,bat,New Zealand
34968,1,TG Southee,-1.0,0,0,New Zealand,Pakistan,McLean Park,New Zealand,bat,New Zealand
34969,1,TA Boult,-1.0,0,0,New Zealand,Pakistan,McLean Park,New Zealand,bat,New Zealand
34970,1,DL Vettori,-1.0,0,0,New Zealand,Pakistan,McLean Park,New Zealand,bat,New Zealand
34971,1,AF Milne,-1.0,0,0,New Zealand,Pakistan,McLean Park,New Zealand,bat,New Zealand
34972,2,Mohammad Hafeez,0.1,86,87,New Zealand,Pakistan,McLean Park,New Zealand,bat,New Zealand
34973,2,Ahmed Shehzad,0.1,55,62,New Zealand,Pakistan,McLean Park,New Zealand,bat,New Zealand
34974,2,Younis Khan,20.4,11,14,New Zealand,Pakistan,McLean Park,New Zealand,bat,New Zealand
34975,2,Misbah-ul-Haq,24.3,45,50,New Zealand,Pakistan,McLean Park,New Zealand,bat,New Zealand
34976,2,Shahid Afridi,30.3,11,9,New Zealand,Pakistan,McLean Park,New Zealand,bat,New Zealand
34977,2,Umar Akmal,32.5,4,2,New Zealand,Pakistan,McLean Park,New Zealand,bat,New Zealand
34978,2,Haris Sohail,33.7,6,6,New Zealand,Pakistan,McLean Park,New Zealand,bat,New Zealand
34979,2,Sarfraz Ahmed,35.5,13,12,New Zealand,Pakistan,McLean Park,New Zealand,bat,New Zealand
34980,2,Bilawal Bhatti,38.6,9,11,New Zealand,Pakistan,McLean Park,New Zealand,bat,New Zealand
34981,2,Ehsan Adil,42.4,1,2,New Zealand,Pakistan,McLean Park,New Zealand,bat,New Zealand
34982,2,Mohammad Irfan,42.7,0,2,New Zealand,Pakistan,McLean Park,New Zealand,bat,New Zealand
35005,1,AN Cook,0.1,22,36,Sri Lanka,England,R Premadasa Stadium,England,bat,Sri Lanka
35006,1,MM Ali,0.1,2,7,Sri Lanka,England,R Premadasa Stadium,England,bat,Sri Lanka
35007,1,IR Bell,2.1,11,12,Sri Lanka,England,R Premadasa Stadium,England,bat,Sri Lanka
35008,1,JE Root,8.2,42,55,Sri Lanka,England,R Premadasa Stadium,England,bat,Sri Lanka
35009,1,EJG Morgan,9.3,17,29,Sri Lanka,England,R Premadasa Stadium,England,bat,Sri Lanka
35010,1,RS Bopara,19.4,51,68,Sri Lanka,England,R Premadasa Stadium,England,bat,Sri Lanka
35011,1,JC Buttler,27.2,7,14,Sri Lanka,England,R Premadasa Stadium,England,bat,Sri Lanka
35012,1,CR Woakes,31.5,15,19,Sri Lanka,England,R Premadasa Stadium,England,bat,Sri Lanka
35013,1,JC Tredwell,39.6,9,8,Sri Lanka,England,R Premadasa Stadium,England,bat,Sri Lanka
35014,1,ST Finn,41.3,0,2,Sri Lanka,England,R Premadasa Stadium,England,bat,Sri Lanka
35015,1,HF Gurney,41.5,1,5,Sri Lanka,England,R Premadasa Stadium,England,bat,Sri Lanka
35016,2,TM Dilshan,0.1,26,23,Sri Lanka,England,R Premadasa Stadium,England,bat,Sri Lanka
35017,2,MDKJ Perera,0.1,9,9,Sri Lanka,England,R Premadasa Stadium,England,bat,Sri Lanka
35018,2,KC Sangakkara,4.2,67,92,Sri Lanka,England,R Premadasa Stadium,England,bat,Sri Lanka
35019,2,DPMD Jayawardene,7.5,77,79,Sri Lanka,England,R Premadasa Stadium,England,bat,Sri Lanka
35020,2,AD Mathews,-1.0,0,0,Sri Lanka,England,R Premadasa Stadium,England,bat,Sri Lanka
35021,2,HMRKB Herath,-1.0,0,0,Sri Lanka,England,R Premadasa Stadium,England,bat,Sri Lanka
35022,2,BAW Mendis,-1.0,0,0,Sri Lanka,England,R Premadasa Stadium,England,bat,Sri Lanka
35023,2,NLTC Perera,-1.0,0,0,Sri Lanka,England,R Premadasa Stadium,England,bat,Sri Lanka
35024,2,BMAJ Mendis,-1.0,0,0,Sri Lanka,England,R Premadasa Stadium,England,bat,Sri Lanka
35025,2,KTGD Prasad,-1.0,0,0,Sri Lanka,England,R Premadasa Stadium,England,bat,Sri Lanka
35134,1,DA Warner,0.1,0,5,Australia,South Africa,Western Australia Cricket Association Ground,Australia,bat,South Africa
35135,1,SR Watson,0.7,11,26,Australia,South Africa,Western Australia Cricket Association Ground,Australia,bat,South Africa
35136,1,AJ Finch,0.1,8,14,Australia,South Africa,Western Australia Cricket Association Ground,Australia,bat,South Africa
35137,1,SPD Smith,4.4,10,19,Australia,South Africa,Western Australia Cricket Association Ground,Australia,bat,South Africa
35138,1,GJ Bailey,10.3,25,44,Australia,South Africa,Western Australia Cricket Association Ground,Australia,bat,South Africa
35139,1,MR Marsh,11.4,67,86,Australia,South Africa,Western Australia Cricket Association Ground,Australia,bat,South Africa
35140,1,MS Wade,25.4,19,28,Australia,South Africa,Western Australia Cricket Association Ground,Australia,bat,South Africa
35141,1,GJ Maxwell,34.3,0,2,Australia,South Africa,Western Australia Cricket Association Ground,Australia,bat,South Africa
35142,1,MG Johnson,34.5,3,7,Australia,South Africa,Western Australia Cricket Association Ground,Australia,bat,South Africa
35143,1,NM Coulter-Nile,36.2,2,10,Australia,South Africa,Western Australia Cricket Association Ground,Australia,bat,South Africa
35144,1,JR Hazlewood,39.3,0,4,Australia,South Africa,Western Australia Cricket Association Ground,Australia,bat,South Africa
35145,2,Q de Kock,0.1,4,8,Australia,South Africa,Western Australia Cricket Association Ground,Australia,bat,South Africa
35146,2,HM Amla,0.1,10,22,Australia,South Africa,Western Australia Cricket Association Ground,Australia,bat,South Africa
35147,2,F du Plessis,2.1,19,39,Australia,South Africa,Western Australia Cricket Association Ground,Australia,bat,South Africa
35148,2,RR Rossouw,6.6,30,25,Australia,South Africa,Western Australia Cricket Association Ground,Australia,bat,South Africa
35149,2,AB de Villiers,13.5,48,40,Australia,South Africa,Western Australia Cricket Association Ground,Australia,bat,South Africa
35150,2,F Behardien,19.3,0,1,Australia,South Africa,Western Australia Cricket Association Ground,Australia,bat,South Africa
35151,2,DA Miller,19.4,22,26,Australia,South Africa,Western Australia Cricket Association Ground,Australia,bat,South Africa
35152,2,VD Philander,26.1,0,1,Australia,South Africa,Western Australia Cricket Association Ground,Australia,bat,South Africa
35153,2,DW Steyn,27.2,4,3,Australia,South Africa,Western Australia Cricket Association Ground,Australia,bat,South Africa
35154,2,M Morkel,-1.0,0,0,Australia,South Africa,Western Australia Cricket Association Ground,Australia,bat,South Africa
35155,2,Imran Tahir,-1.0,0,0,Australia,South Africa,Western Australia Cricket Association Ground,Australia,bat,South Africa
35222,1,RG Sharma,0.1,138,139,Australia,India,Melbourne Cricket Ground,India,bat,Australia
35223,1,S Dhawan,0.1,2,4,Australia,India,Melbourne Cricket Ground,India,bat,Australia
35224,1,AM Rahane,0.6,12,21,Australia,India,Melbourne Cricket Ground,India,bat,Australia
35225,1,V Kohli,7.3,9,16,Australia,India,Melbourne Cricket Ground,India,bat,Australia
35226,1,SK Raina,12.6,51,62,Australia,India,Melbourne Cricket Ground,India,bat,Australia
35227,1,MS Dhoni,35.1,19,31,Australia,India,Melbourne Cricket Ground,India,bat,Australia
35228,1,AR Patel,44.3,0,2,Australia,India,Melbourne Cricket Ground,India,bat,Australia
35229,1,R Ashwin,44.5,14,17,Australia,India,Melbourne Cricket Ground,India,bat,Australia
35230,1,B Kumar,48.5,0,1,Australia,India,Melbourne Cricket Ground,India,bat,Australia
35231,1,Mohammed Shami,48.6,2,3,Australia,India,Melbourne Cricket Ground,India,bat,Australia
35232,1,UT Yadav,-1.0,0,0,Australia,India,Melbourne Cricket Ground,India,bat,Australia
35233,2,AJ Finch,0.1,96,126,Australia,India,Melbourne Cricket Ground,India,bat,Australia
35234,2,DA Warner,0.1,24,22,Australia,India,Melbourne Cricket Ground,India,bat,Australia
35235,2,SR Watson,9.2,41,39,Australia,India,Melbourne Cricket Ground,India,bat,Australia
35236,2,SPD Smith,22.5,47,51,Australia,India,Melbourne Cricket Ground,India,bat,Australia
35237,2,GJ Maxwell,39.5,20,23,Australia,India,Melbourne Cricket Ground,India,bat,Australia
35238,2,GJ Bailey,40.3,5,11,Australia,India,Melbourne Cricket Ground,India,bat,Australia
35239,2,BJ Haddin,43.3,13,11,Australia,India,Melbourne Cricket Ground,India,bat,Australia
35240,2,JP Faulkner,46.4,9,8,Australia,India,Melbourne Cricket Ground,India,bat,Australia
35241,2,MA Starc,-1.0,0,0,Australia,India,Melbourne Cricket Ground,India,bat,Australia
35242,2,PJ Cummins,-1.0,0,0,Australia,India,Melbourne Cricket Ground,India,bat,Australia
35243,2,GS Sandhu,-1.0,0,0,Australia,India,Melbourne Cricket Ground,India,bat,Australia
35375,1,NE Bolton,0.1,76,91,Australia,West Indies,Hurstville Oval,Australia,bat,Australia
35376,1,EJ Villani,0.1,30,43,Australia,West Indies,Hurstville Oval,Australia,bat,Australia
35377,1,MM Lanning,15.3,22,24,Australia,West Indies,Hurstville Oval,Australia,bat,Australia
35378,1,EA Perry,21.5,72,74,Australia,West Indies,Hurstville Oval,Australia,bat,Australia
35379,1,AJ Blackwell,31.6,16,30,Australia,West Indies,Hurstville Oval,Australia,bat,Australia
35380,1,AJ Healy,42.5,1,4,Australia,West Indies,Hurstville Oval,Australia,bat,Australia
35381,1,JL Jonassen,43.6,2,7,Australia,West Indies,Hurstville Oval,Australia,bat,Australia
35382,1,EA Osborne,45.5,3,7,Australia,West Indies,Hurstville Oval,Australia,bat,Australia
35383,1,RM Farrell,46.1,14,13,Australia,West Indies,Hurstville Oval,Australia,bat,Australia
35384,1,KM Beams,48.1,5,5,Australia,West Indies,Hurstville Oval,Australia,bat,Australia
35385,1,ML Schutt,49.6,0,0,Australia,West Indies,Hurstville Oval,Australia,bat,Australia
35386,2,Kycia A Knight,0.1,45,67,Australia,West Indies,Hurstville Oval,Australia,bat,Australia
35387,2,HK Matthews,0.1,89,108,Australia,West Indies,Hurstville Oval,Australia,bat,Australia
35388,2,DJS Dottin,24.3,3,14,Australia,West Indies,Hurstville Oval,Australia,bat,Australia
35389,2,MR Aguilleira,26.6,3,17,Australia,West Indies,Hurstville Oval,Australia,bat,Australia
35390,2,SA Campbelle,32.3,23,40,Australia,West Indies,Hurstville Oval,Australia,bat,Australia
35391,2,SF Daley,37.1,2,8,Australia,West Indies,Hurstville Oval,Australia,bat,Australia
35392,2,B Cooper,39.6,25,21,Australia,West Indies,Hurstville Oval,Australia,bat,Australia
35393,2,TD Smartt,44.4,0,3,Australia,West Indies,Hurstville Oval,Australia,bat,Australia
35394,2,A Mohammed,45.1,1,16,Australia,West Indies,Hurstville Oval,Australia,bat,Australia
35395,2,SS Connell,46.5,2,5,Australia,West Indies,Hurstville Oval,Australia,bat,Australia
35396,2,SL Munroe,-1.0,0,0,Australia,West Indies,Hurstville Oval,Australia,bat,Australia
35653,1,Tamim Iqbal,0.1,76,96,Bangladesh,Zimbabwe,Zahur Ahmed Chowdhury Stadium,Bangladesh,bat,Bangladesh
35654,1,Anamul Haque,0.1,80,109,Bangladesh,Zimbabwe,Zahur Ahmed Chowdhury Stadium,Bangladesh,bat,Bangladesh
35655,1,Shakib Al Hasan,33.1,0,1,Bangladesh,Zimbabwe,Zahur Ahmed Chowdhury Stadium,Bangladesh,bat,Bangladesh
35656,1,Mushfiqur Rahim,33.2,27,29,Bangladesh,Zimbabwe,Zahur Ahmed Chowdhury Stadium,Bangladesh,bat,Bangladesh
35657,1,Sabbir Rahman,36.3,0,2,Bangladesh,Zimbabwe,Zahur Ahmed Chowdhury Stadium,Bangladesh,bat,Bangladesh
35658,1,Mahmudullah,36.5,12,21,Bangladesh,Zimbabwe,Zahur Ahmed Chowdhury Stadium,Bangladesh,bat,Bangladesh
35659,1,Mashrafe Mortaza,43.3,6,9,Bangladesh,Zimbabwe,Zahur Ahmed Chowdhury Stadium,Bangladesh,bat,Bangladesh
35660,1,Mominul Haque,43.2,33,23,Bangladesh,Zimbabwe,Zahur Ahmed Chowdhury Stadium,Bangladesh,bat,Bangladesh
35661,1,Rubel Hossain,46.6,5,7,Bangladesh,Zimbabwe,Zahur Ahmed Chowdhury Stadium,Bangladesh,bat,Bangladesh
35662,1,Al-Amin Hossain,-1.0,0,0,Bangladesh,Zimbabwe,Zahur Ahmed Chowdhury Stadium,Bangladesh,bat,Bangladesh
35663,1,Arafat Sunny,-1.0,0,0,Bangladesh,Zimbabwe,Zahur Ahmed Chowdhury Stadium,Bangladesh,bat,Bangladesh
35664,2,H Masakadza,0.1,0,6,Bangladesh,Zimbabwe,Zahur Ahmed Chowdhury Stadium,Bangladesh,bat,Bangladesh
35665,2,Sikandar Raza,0.1,16,24,Bangladesh,Zimbabwe,Zahur Ahmed Chowdhury Stadium,Bangladesh,bat,Bangladesh
35666,2,V Sibanda,1.1,21,15,Bangladesh,Zimbabwe,Zahur Ahmed Chowdhury Stadium,Bangladesh,bat,Bangladesh
35667,2,BRM Taylor,7.1,8,19,Bangladesh,Zimbabwe,Zahur Ahmed Chowdhury Stadium,Bangladesh,bat,Bangladesh
35668,2,SF Mire,8.4,50,79,Bangladesh,Zimbabwe,Zahur Ahmed Chowdhury Stadium,Bangladesh,bat,Bangladesh
35669,2,RW Chakabva,14.1,32,53,Bangladesh,Zimbabwe,Zahur Ahmed Chowdhury Stadium,Bangladesh,bat,Bangladesh
35670,2,E Chigumbura,28.3,38,31,Bangladesh,Zimbabwe,Zahur Ahmed Chowdhury Stadium,Bangladesh,bat,Bangladesh
35671,2,T Panyangara,35.2,8,30,Bangladesh,Zimbabwe,Zahur Ahmed Chowdhury Stadium,Bangladesh,bat,Bangladesh
35672,2,J Nyumbu,41.5,0,8,Bangladesh,Zimbabwe,Zahur Ahmed Chowdhury Stadium,Bangladesh,bat,Bangladesh
35673,2,TL Chatara,44.2,1,2,Bangladesh,Zimbabwe,Zahur Ahmed Chowdhury Stadium,Bangladesh,bat,Bangladesh
35674,2,T Kamungozi,44.5,0,1,Bangladesh,Zimbabwe,Zahur Ahmed Chowdhury Stadium,Bangladesh,bat,Bangladesh
35769,1,AM Rahane,0.1,12,27,India,West Indies,Feroz Shah Kotla,India,bat,India
35770,1,S Dhawan,0.1,1,9,India,West Indies,Feroz Shah Kotla,India,bat,India
35771,1,AT Rayudu,1.5,32,54,India,West Indies,Feroz Shah Kotla,India,bat,India
35772,1,V Kohli,12.6,62,78,India,West Indies,Feroz Shah Kotla,India,bat,India
35773,1,SK Raina,17.5,62,60,India,West Indies,Feroz Shah Kotla,India,bat,India
35774,1,MS Dhoni,36.6,51,39,India,West Indies,Feroz Shah Kotla,India,bat,India
35775,1,RA Jadeja,40.5,6,16,India,West Indies,Feroz Shah Kotla,India,bat,India
35776,1,B Kumar,45.2,18,14,India,West Indies,Feroz Shah Kotla,India,bat,India
35777,1,Mohammed Shami,49.1,1,1,India,West Indies,Feroz Shah Kotla,India,bat,India
35778,1,UT Yadav,-1.0,0,0,India,West Indies,Feroz Shah Kotla,India,bat,India
35779,1,A Mishra,-1.0,0,0,India,West Indies,Feroz Shah Kotla,India,bat,India
35780,2,DR Smith,0.1,97,97,India,West Indies,Feroz Shah Kotla,India,bat,India
35781,2,DM Bravo,0.1,26,44,India,West Indies,Feroz Shah Kotla,India,bat,India
35782,2,KA Pollard,13.2,40,50,India,West Indies,Feroz Shah Kotla,India,bat,India
35783,2,MN Samuels,28.6,16,38,India,West Indies,Feroz Shah Kotla,India,bat,India
35784,2,D Ramdin,35.5,3,7,India,West Indies,Feroz Shah Kotla,India,bat,India
35785,2,DJ Bravo,39.2,10,15,India,West Indies,Feroz Shah Kotla,India,bat,India
35786,2,AD Russell,40.3,4,5,India,West Indies,Feroz Shah Kotla,India,bat,India
35787,2,DJG Sammy,42.2,1,3,India,West Indies,Feroz Shah Kotla,India,bat,India
35788,2,R Rampaul,43.1,16,13,India,West Indies,Feroz Shah Kotla,India,bat,India
35789,2,JE Taylor,43.3,0,3,India,West Indies,Feroz Shah Kotla,India,bat,India
35790,2,SJ Benn,44.3,0,3,India,West Indies,Feroz Shah Kotla,India,bat,India
36217,1,MDKJ Perera,0.1,0,5,India,Sri Lanka,"""Sardar Patel Stadium",Sri Lanka,bat,India
36218,1,TM Dilshan,0.1,35,30,India,Sri Lanka,"""Sardar Patel Stadium",Sri Lanka,bat,India
36219,1,KC Sangakkara,1.1,61,85,India,Sri Lanka,"""Sardar Patel Stadium",Sri Lanka,bat,India
36220,1,DPMD Jayawardene,10.4,4,11,India,Sri Lanka,"""Sardar Patel Stadium",Sri Lanka,bat,India
36221,1,AD Mathews,13.6,92,97,India,Sri Lanka,"""Sardar Patel Stadium",Sri Lanka,bat,India
36222,1,S Prasanna,32.3,13,14,India,Sri Lanka,"""Sardar Patel Stadium",Sri Lanka,bat,India
36223,1,SMA Priyanjan,35.4,1,2,India,Sri Lanka,"""Sardar Patel Stadium",Sri Lanka,bat,India
36224,1,NLTC Perera,36.1,10,11,India,Sri Lanka,"""Sardar Patel Stadium",Sri Lanka,bat,India
36225,1,S Randiv,40.3,10,13,India,Sri Lanka,"""Sardar Patel Stadium",Sri Lanka,bat,India
36226,1,KTGD Prasad,43.3,30,26,India,Sri Lanka,"""Sardar Patel Stadium",Sri Lanka,bat,India
36227,1,PLS Gamage,-1.0,0,0,India,Sri Lanka,"""Sardar Patel Stadium",Sri Lanka,bat,India
36228,2,AM Rahane,0.1,8,19,India,Sri Lanka,"""Sardar Patel Stadium",Sri Lanka,bat,India
36229,2,S Dhawan,0.1,79,80,India,Sri Lanka,"""Sardar Patel Stadium",Sri Lanka,bat,India
36230,2,AT Rayudu,6.4,121,116,India,Sri Lanka,"""Sardar Patel Stadium",Sri Lanka,bat,India
36231,2,V Kohli,26.5,49,44,India,Sri Lanka,"""Sardar Patel Stadium",Sri Lanka,bat,India
36232,2,SK Raina,42.6,14,6,India,Sri Lanka,"""Sardar Patel Stadium",Sri Lanka,bat,India
36233,2,RA Jadeja,44.2,1,1,India,Sri Lanka,"""Sardar Patel Stadium",Sri Lanka,bat,India
36234,2,UT Yadav,-1.0,0,0,India,Sri Lanka,"""Sardar Patel Stadium",Sri Lanka,bat,India
36235,2,I Sharma,-1.0,0,0,India,Sri Lanka,"""Sardar Patel Stadium",Sri Lanka,bat,India
36236,2,R Ashwin,-1.0,0,0,India,Sri Lanka,"""Sardar Patel Stadium",Sri Lanka,bat,India
36237,2,AR Patel,-1.0,0,0,India,Sri Lanka,"""Sardar Patel Stadium",Sri Lanka,bat,India
36479,1,Usman Ghani,0.1,7,15,United Arab Emirates,Afghanistan,ICC Academy,United Arab Emirates,field,United Arab Emirates
36480,1,Nawroz Mangal,0.1,129,122,United Arab Emirates,Afghanistan,ICC Academy,United Arab Emirates,field,United Arab Emirates
36481,1,Afsar Zazai,3.7,51,83,United Arab Emirates,Afghanistan,ICC Academy,United Arab Emirates,field,United Arab Emirates
36482,1,Mohammad Nabi,27.3,15,15,United Arab Emirates,Afghanistan,ICC Academy,United Arab Emirates,field,United Arab Emirates
36483,1,Asghar Stanikzai,31.4,1,2,United Arab Emirates,Afghanistan,ICC Academy,United Arab Emirates,field,United Arab Emirates
36484,1,Samiullah Shenwari,32.5,25,28,United Arab Emirates,Afghanistan,ICC Academy,United Arab Emirates,field,United Arab Emirates
36485,1,Gulbadin Naib,41.2,20,14,United Arab Emirates,Afghanistan,ICC Academy,United Arab Emirates,field,United Arab Emirates
36486,1,Mirwais Ashraf,45.5,20,11,United Arab Emirates,Afghanistan,ICC Academy,United Arab Emirates,field,United Arab Emirates
36487,1,Dawlat Zadran,48.3,3,4,United Arab Emirates,Afghanistan,ICC Academy,United Arab Emirates,field,United Arab Emirates
36488,1,Sharafuddin Ashraf,48.4,1,3,United Arab Emirates,Afghanistan,ICC Academy,United Arab Emirates,field,United Arab Emirates
36489,1,Hamid Hassan,-1.0,0,0,United Arab Emirates,Afghanistan,ICC Academy,United Arab Emirates,field,United Arab Emirates
