,Innings,Player_name,Over_start_number,Runs_Scored,Balls_faced,Team1,Team2,Venue,Toss_winner,Toss_decision,Winner
36490,2,Amjad Ali,0.1,8,7,United Arab Emirates,Afghanistan,ICC Academy,United Arab Emirates,field,United Arab Emirates
36491,2,AR Berenger,0.1,7,5,United Arab Emirates,Afghanistan,ICC Academy,United Arab Emirates,field,United Arab Emirates
36492,2,Mohammad Shahzad (2),1.4,79,95,United Arab Emirates,Afghanistan,ICC Academy,United Arab Emirates,field,United Arab Emirates
36493,2,Khurram Khan,4.3,132,136,United Arab Emirates,Afghanistan,ICC Academy,United Arab Emirates,field,United Arab Emirates
36494,2,Shaiman Anwar,32.3,10,13,United Arab Emirates,Afghanistan,ICC Academy,United Arab Emirates,field,United Arab Emirates
36495,2,Saqib Ali,35.5,25,31,United Arab Emirates,Afghanistan,ICC Academy,United Arab Emirates,field,United Arab Emirates
36496,2,Mohammad Naveed,-1.0,0,0,United Arab Emirates,Afghanistan,ICC Academy,United Arab Emirates,field,United Arab Emirates
36497,2,AM Guruge,-1.0,0,0,United Arab Emirates,Afghanistan,ICC Academy,United Arab Emirates,field,United Arab Emirates
36498,2,Krishna Chandran,-1.0,0,0,United Arab Emirates,Afghanistan,ICC Academy,United Arab Emirates,field,United Arab Emirates
36499,2,Salman Farooq,-1.0,0,0,United Arab Emirates,Afghanistan,ICC Academy,United Arab Emirates,field,United Arab Emirates
36500,1,Marina Iqbal,0.1,4,20,Pakistan,Sri Lanka,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
36501,1,Javeria Khan,0.1,1,12,Pakistan,Sri Lanka,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
36502,1,Bismah Maroof,4.6,9,40,Pakistan,Sri Lanka,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
36503,1,Nain Abidi,5.4,29,63,Pakistan,Sri Lanka,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
36504,1,Sana Mir,20.3,34,77,Pakistan,Sri Lanka,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
36505,1,Nida Dar,26.1,11,28,Pakistan,Sri Lanka,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
36506,1,Asmavia Iqbal,35.2,19,29,Pakistan,Sri Lanka,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
36507,1,Qanita Jalil,44.4,4,10,Pakistan,Sri Lanka,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
36508,1,Sidra Nawaz,46.6,4,10,Pakistan,Sri Lanka,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
36509,1,Sumaiya Siddiqi,48.3,2,4,Pakistan,Sri Lanka,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
36510,1,Sadia Yousuf,-1.0,0,0,Pakistan,Sri Lanka,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
36511,2,AC Jayangani,0.1,11,12,Pakistan,Sri Lanka,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
36512,2,PM Weerakkody,0.1,19,31,Pakistan,Sri Lanka,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
36513,2,MADD Surangika,4.2,38,84,Pakistan,Sri Lanka,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
36514,2,GWHM Perera,9.6,8,15,Pakistan,Sri Lanka,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
36515,2,HASD Siriwardene,14.5,7,36,Pakistan,Sri Lanka,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
36516,2,LE Kaushalya,24.3,8,10,Pakistan,Sri Lanka,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
36517,2,SS Weerakkody,28.2,0,3,Pakistan,Sri Lanka,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
36518,2,KADA Kanchana,29.5,0,1,Pakistan,Sri Lanka,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
36519,2,HAM Samuddika,29.6,7,22,Pakistan,Sri Lanka,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
36520,2,I Ranaweera,35.2,12,35,Pakistan,Sri Lanka,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
36521,2,BMSM Kumari,37.3,1,18,Pakistan,Sri Lanka,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
36587,1,Suhan Alagaratnam,0.1,8,10,Malaysia,Maldives,Al Dhaid Cricket Village,Malaysia,bat,Malaysia
36588,1,Shafiq Sharif,0.1,18,14,Malaysia,Maldives,Al Dhaid Cricket Village,Malaysia,bat,Malaysia
36589,1,Ahmed Faiz Mohammad Noor,3.1,80,54,Malaysia,Maldives,Al Dhaid Cricket Village,Malaysia,bat,Malaysia
36590,1,Hammadullah Khan,5.3,8,14,Malaysia,Maldives,Al Dhaid Cricket Village,Malaysia,bat,Malaysia
36591,1,Virandeep Singh,10.1,23,17,Malaysia,Maldives,Al Dhaid Cricket Village,Malaysia,bat,Malaysia
36592,1,Hassan Ghulam,16.5,15,10,Malaysia,Maldives,Al Dhaid Cricket Village,Malaysia,bat,Malaysia
36593,1,Aminuddin Ramly,19.8,0,0,Malaysia,Maldives,Al Dhaid Cricket Village,Malaysia,bat,Malaysia
36594,1,Imran ullah Gul,-1.0,0,0,Malaysia,Maldives,Al Dhaid Cricket Village,Malaysia,bat,Malaysia
36595,1,Khizar Hayat,-1.0,0,0,Malaysia,Maldives,Al Dhaid Cricket Village,Malaysia,bat,Malaysia
36596,1,Shahrulnizam Yusof,-1.0,0,0,Malaysia,Maldives,Al Dhaid Cricket Village,Malaysia,bat,Malaysia
36597,1,D Duraisingam,-1.0,0,0,Malaysia,Maldives,Al Dhaid Cricket Village,Malaysia,bat,Malaysia
36598,2,Mohamed Rishwan,0.1,36,29,Malaysia,Maldives,Al Dhaid Cricket Village,Malaysia,bat,Malaysia
36599,2,Abdullah Shahid,0.1,14,13,Malaysia,Maldives,Al Dhaid Cricket Village,Malaysia,bat,Malaysia
36600,2,Ahmed Hassan,4.5,7,10,Malaysia,Maldives,Al Dhaid Cricket Village,Malaysia,bat,Malaysia
36601,2,Shafraz Jaleel,8.2,0,1,Malaysia,Maldives,Al Dhaid Cricket Village,Malaysia,bat,Malaysia
36602,2,Muawiyath Ghanee,8.3,1,3,Malaysia,Maldives,Al Dhaid Cricket Village,Malaysia,bat,Malaysia
36603,2,Mihusan Hamid,9.3,17,27,Malaysia,Maldives,Al Dhaid Cricket Village,Malaysia,bat,Malaysia
36604,2,Afzal Faiz,10.1,10,10,Malaysia,Maldives,Al Dhaid Cricket Village,Malaysia,bat,Malaysia
36605,2,Mohamed Mahfooz,13.1,3,10,Malaysia,Maldives,Al Dhaid Cricket Village,Malaysia,bat,Malaysia
36606,2,Mohamed Azzam,15.5,0,1,Malaysia,Maldives,Al Dhaid Cricket Village,Malaysia,bat,Malaysia
36607,2,Ahmed Ameel,15.6,7,12,Malaysia,Maldives,Al Dhaid Cricket Village,Malaysia,bat,Malaysia
36608,2,Hassan Ibrahim,19.1,1,3,Malaysia,Maldives,Al Dhaid Cricket Village,Malaysia,bat,Malaysia
32594,1,DR Smith,0.1,5,7,South Africa,West Indies,Buffalo Park,West Indies,bat,South Africa
32595,1,N Deonarine,1.2,10,26,South Africa,West Indies,Buffalo Park,West Indies,bat,South Africa
32596,1,CH Gayle,0.1,1,5,South Africa,West Indies,Buffalo Park,West Indies,bat,South Africa
32597,1,MN Samuels,3.5,26,38,South Africa,West Indies,Buffalo Park,West Indies,bat,South Africa
32598,1,D Ramdin,9.1,2,10,South Africa,West Indies,Buffalo Park,West Indies,bat,South Africa
32599,1,JL Carter,12.4,18,35,South Africa,West Indies,Buffalo Park,West Indies,bat,South Africa
32600,1,AD Russell,16.6,16,25,South Africa,West Indies,Buffalo Park,West Indies,bat,South Africa
32601,1,CR Brathwaite,24.3,4,10,South Africa,West Indies,Buffalo Park,West Indies,bat,South Africa
32602,1,JO Holder,25.3,17,24,South Africa,West Indies,Buffalo Park,West Indies,bat,South Africa
32603,1,JE Taylor,28.6,0,2,South Africa,West Indies,Buffalo Park,West Indies,bat,South Africa
32604,1,SJ Benn,29.3,18,19,South Africa,West Indies,Buffalo Park,West Indies,bat,South Africa
32605,2,RR Rossouw,0.1,7,14,South Africa,West Indies,Buffalo Park,West Indies,bat,South Africa
32606,2,HM Amla,0.1,61,62,South Africa,West Indies,Buffalo Park,West Indies,bat,South Africa
32607,2,F du Plessis,5.5,51,70,South Africa,West Indies,Buffalo Park,West Indies,bat,South Africa
32608,2,M Morkel,-1.0,0,0,South Africa,West Indies,Buffalo Park,West Indies,bat,South Africa
32609,2,VD Philander,-1.0,0,0,South Africa,West Indies,Buffalo Park,West Indies,bat,South Africa
32610,2,DW Steyn,-1.0,0,0,South Africa,West Indies,Buffalo Park,West Indies,bat,South Africa
32611,2,JP Duminy,-1.0,0,0,South Africa,West Indies,Buffalo Park,West Indies,bat,South Africa
32612,2,F Behardien,-1.0,0,0,South Africa,West Indies,Buffalo Park,West Indies,bat,South Africa
32613,2,Imran Tahir,-1.0,0,0,South Africa,West Indies,Buffalo Park,West Indies,bat,South Africa
32830,1,AJ Finch,0.1,18,34,Australia,Pakistan,Sheikh Zayed Stadium,Australia,bat,Australia
32831,1,DA Warner,0.1,56,62,Australia,Pakistan,Sheikh Zayed Stadium,Australia,bat,Australia
32832,1,SPD Smith,10.4,77,104,Australia,Pakistan,Sheikh Zayed Stadium,Australia,bat,Australia
32833,1,GJ Bailey,21.5,0,3,Australia,Pakistan,Sheikh Zayed Stadium,Australia,bat,Australia
32834,1,GJ Maxwell,22.3,20,22,Australia,Pakistan,Sheikh Zayed Stadium,Australia,bat,Australia
32835,1,PJ Hughes,29.5,5,14,Australia,Pakistan,Sheikh Zayed Stadium,Australia,bat,Australia
32836,1,BJ Haddin,35.4,2,6,Australia,Pakistan,Sheikh Zayed Stadium,Australia,bat,Australia
32837,1,JP Faulkner,36.6,33,41,Australia,Pakistan,Sheikh Zayed Stadium,Australia,bat,Australia
32838,1,MA Starc,45.6,5,7,Australia,Pakistan,Sheikh Zayed Stadium,Australia,bat,Australia
32839,1,KW Richardson,48.7,9,4,Australia,Pakistan,Sheikh Zayed Stadium,Australia,bat,Australia
32840,1,XJ Doherty,49.2,1,1,Australia,Pakistan,Sheikh Zayed Stadium,Australia,bat,Australia
32841,2,Ahmed Shehzad,0.1,26,41,Australia,Pakistan,Sheikh Zayed Stadium,Australia,bat,Australia
32842,2,Sarfraz Ahmed,0.1,32,39,Australia,Pakistan,Sheikh Zayed Stadium,Australia,bat,Australia
32843,2,Asad Shafiq,11.2,50,72,Australia,Pakistan,Sheikh Zayed Stadium,Australia,bat,Australia
32844,2,Fawad Alam,17.2,0,4,Australia,Pakistan,Sheikh Zayed Stadium,Australia,bat,Australia
32845,2,Sohaib Maqsood,17.6,34,45,Australia,Pakistan,Sheikh Zayed Stadium,Australia,bat,Australia
32846,2,Umar Amin,32.5,19,26,Australia,Pakistan,Sheikh Zayed Stadium,Australia,bat,Australia
32847,2,Shahid Afridi,34.3,6,11,Australia,Pakistan,Sheikh Zayed Stadium,Australia,bat,Australia
32848,2,Anwar Ali,37.5,14,26,Australia,Pakistan,Sheikh Zayed Stadium,Australia,bat,Australia
32849,2,Sohail Tanvir,44.5,10,15,Australia,Pakistan,Sheikh Zayed Stadium,Australia,bat,Australia
32850,2,Zulfiqar Babar,46.2,14,11,Australia,Pakistan,Sheikh Zayed Stadium,Australia,bat,Australia
32851,2,Mohammad Irfan,49.3,0,4,Australia,Pakistan,Sheikh Zayed Stadium,Australia,bat,Australia
33884,1,Mohammad Hafeez,0.1,33,26,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
33885,1,Ahmed Shehzad,0.1,113,119,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
33886,1,Younis Khan,7.6,35,38,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
33887,1,Asad Shafiq,22.1,23,40,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
33888,1,Haris Sohail,37.3,39,27,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
33889,1,Shahid Afridi,37.2,55,26,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
33890,1,Umar Akmal,45.1,0,1,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
33891,1,Sarfraz Ahmed,45.3,30,13,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
33892,1,Sohail Tanvir,47.1,17,8,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
33893,1,Mohammad Irfan,-1.0,0,0,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
33894,1,Wahab Riaz,-1.0,0,0,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
33895,2,MJ Guptill,0.1,12,17,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
33896,2,AP Devcich,0.1,0,4,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
33897,2,KS Williamson,2.1,46,51,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
33898,2,LRPL Taylor,5.2,31,25,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
33899,2,TWM Latham,12.2,34,46,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
33900,2,CJ Anderson,21.3,19,16,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
33901,2,L Ronchi,25.4,41,40,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
33902,2,JDS Neesham,28.3,2,4,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
33903,2,NL McCullum,29.4,15,10,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
33904,2,MJ Henry,33.5,1,3,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
33905,2,MJ McClenaghan,34.5,6,9,New Zealand,Pakistan,Sharjah Cricket Stadium,Pakistan,bat,Pakistan
34800,1,Q de Kock,0.1,80,92,New Zealand,South Africa,Seddon Park,New Zealand,field,
34801,1,HM Amla,0.1,12,20,New Zealand,South Africa,Seddon Park,New Zealand,field,
34802,1,RR Rossouw,6.1,0,6,New Zealand,South Africa,Seddon Park,New Zealand,field,
34803,1,DA Miller,7.7,17,29,New Zealand,South Africa,Seddon Park,New Zealand,field,
34804,1,AB de Villiers,16.6,33,36,New Zealand,South Africa,Seddon Park,New Zealand,field,
34849,1,MJ Guptill,0.1,66,77,New Zealand,Sri Lanka,Eden Park,Sri Lanka,field,
34850,1,BB McCullum,0.1,28,21,New Zealand,Sri Lanka,Eden Park,Sri Lanka,field,
34851,1,TWM Latham,7.2,42,65,New Zealand,Sri Lanka,Eden Park,Sri Lanka,field,
34852,1,LRPL Taylor,26.6,3,8,New Zealand,Sri Lanka,Eden Park,Sri Lanka,field,
35026,1,TM Dilshan,0.1,23,19,Sri Lanka,England,"""Mahinda Rajapaksa International Cricket Stadium",Sri Lanka,bat,England
35027,1,MDKJ Perera,0.1,0,4,Sri Lanka,England,"""Mahinda Rajapaksa International Cricket Stadium",Sri Lanka,bat,England
35028,1,KC Sangakkara,1.6,63,61,Sri Lanka,England,"""Mahinda Rajapaksa International Cricket Stadium",Sri Lanka,bat,England
35029,1,SHT Kandamby,4.6,0,2,Sri Lanka,England,"""Mahinda Rajapaksa International Cricket Stadium",Sri Lanka,bat,England
35030,1,AD Mathews,5.6,37,45,Sri Lanka,England,"""Mahinda Rajapaksa International Cricket Stadium",Sri Lanka,bat,England
35031,1,HDRL Thirimanne,20.2,62,46,Sri Lanka,England,"""Mahinda Rajapaksa International Cricket Stadium",Sri Lanka,bat,England
35032,1,BMAJ Mendis,25.5,12,10,Sri Lanka,England,"""Mahinda Rajapaksa International Cricket Stadium",Sri Lanka,bat,England
35033,1,NLTC Perera,28.6,8,10,Sri Lanka,England,"""Mahinda Rajapaksa International Cricket Stadium",Sri Lanka,bat,England
35034,1,KTGD Prasad,31.5,21,7,Sri Lanka,England,"""Mahinda Rajapaksa International Cricket Stadium",Sri Lanka,bat,England
35035,1,HMRKB Herath,34.1,2,3,Sri Lanka,England,"""Mahinda Rajapaksa International Cricket Stadium",Sri Lanka,bat,England
35036,1,BAW Mendis,-1.0,0,0,Sri Lanka,England,"""Mahinda Rajapaksa International Cricket Stadium",Sri Lanka,bat,England
35037,2,AN Cook,0.1,34,42,Sri Lanka,England,"""Mahinda Rajapaksa International Cricket Stadium",Sri Lanka,bat,England
35038,2,MM Ali,0.1,58,39,Sri Lanka,England,"""Mahinda Rajapaksa International Cricket Stadium",Sri Lanka,bat,England
35039,2,AD Hales,11.5,27,29,Sri Lanka,England,"""Mahinda Rajapaksa International Cricket Stadium",Sri Lanka,bat,England
35040,2,JE Root,14.6,48,47,Sri Lanka,England,"""Mahinda Rajapaksa International Cricket Stadium",Sri Lanka,bat,England
35041,2,RS Bopara,21.6,6,3,Sri Lanka,England,"""Mahinda Rajapaksa International Cricket Stadium",Sri Lanka,bat,England
35042,2,EJG Morgan,22.4,1,4,Sri Lanka,England,"""Mahinda Rajapaksa International Cricket Stadium",Sri Lanka,bat,England
35043,2,JC Buttler,23.2,55,37,Sri Lanka,England,"""Mahinda Rajapaksa International Cricket Stadium",Sri Lanka,bat,England
35044,2,ST Finn,-1.0,0,0,Sri Lanka,England,"""Mahinda Rajapaksa International Cricket Stadium",Sri Lanka,bat,England
35045,2,CR Woakes,-1.0,0,0,Sri Lanka,England,"""Mahinda Rajapaksa International Cricket Stadium",Sri Lanka,bat,England
35046,2,CJ Jordan,-1.0,0,0,Sri Lanka,England,"""Mahinda Rajapaksa International Cricket Stadium",Sri Lanka,bat,England
35047,2,BA Stokes,-1.0,0,0,Sri Lanka,England,"""Mahinda Rajapaksa International Cricket Stadium",Sri Lanka,bat,England
35156,1,AJ Finch,0.1,109,124,Australia,South Africa,Manuka Oval,Australia,bat,Australia
35157,1,DA Warner,0.1,53,49,Australia,South Africa,Manuka Oval,Australia,bat,Australia
35158,1,SR Watson,20.1,40,38,Australia,South Africa,Manuka Oval,Australia,bat,Australia
35159,1,SPD Smith,31.4,73,54,Australia,South Africa,Manuka Oval,Australia,bat,Australia
35160,1,GJ Bailey,40.3,12,15,Australia,South Africa,Manuka Oval,Australia,bat,Australia
35161,1,MR Marsh,44.4,22,13,Australia,South Africa,Manuka Oval,Australia,bat,Australia
35162,1,MS Wade,47.3,8,6,Australia,South Africa,Manuka Oval,Australia,bat,Australia
35163,1,MA Starc,-1.0,0,0,Australia,South Africa,Manuka Oval,Australia,bat,Australia
35164,1,JR Hazlewood,-1.0,0,0,Australia,South Africa,Manuka Oval,Australia,bat,Australia
35165,1,KW Richardson,-1.0,0,0,Australia,South Africa,Manuka Oval,Australia,bat,Australia
35166,1,XJ Doherty,-1.0,0,0,Australia,South Africa,Manuka Oval,Australia,bat,Australia
35167,2,HM Amla,0.1,102,114,Australia,South Africa,Manuka Oval,Australia,bat,Australia
35168,2,Q de Kock,0.1,47,52,Australia,South Africa,Manuka Oval,Australia,bat,Australia
35169,2,F du Plessis,18.3,17,20,Australia,South Africa,Manuka Oval,Australia,bat,Australia
35170,2,RR Rossouw,26.5,2,5,Australia,South Africa,Manuka Oval,Australia,bat,Australia
35171,2,AB de Villiers,28.1,52,34,Australia,South Africa,Manuka Oval,Australia,bat,Australia
35172,2,F Behardien,37.3,12,10,Australia,South Africa,Manuka Oval,Australia,bat,Australia
35173,2,DA Miller,38.2,3,6,Australia,South Africa,Manuka Oval,Australia,bat,Australia
35174,2,VD Philander,39.4,1,12,Australia,South Africa,Manuka Oval,Australia,bat,Australia
35175,2,DW Steyn,42.1,12,6,Australia,South Africa,Manuka Oval,Australia,bat,Australia
35176,2,M Morkel,43.3,0,4,Australia,South Africa,Manuka Oval,Australia,bat,Australia
35177,2,Imran Tahir,-1.0,0,0,Australia,South Africa,Manuka Oval,Australia,bat,Australia
35266,1,AM Rahane,0.1,33,39,England,India,"""Brisbane Cricket Ground",India,bat,England
35267,1,S Dhawan,0.1,1,5,England,India,"""Brisbane Cricket Ground",India,bat,England
35268,1,AT Rayudu,2.2,23,52,England,India,"""Brisbane Cricket Ground",India,bat,England
35269,1,V Kohli,14.4,4,8,England,India,"""Brisbane Cricket Ground",India,bat,England
35270,1,SK Raina,16.5,1,3,England,India,"""Brisbane Cricket Ground",India,bat,England
35271,1,MS Dhoni,17.3,34,61,England,India,"""Brisbane Cricket Ground",India,bat,England
35272,1,STR Binny,19.1,44,53,England,India,"""Brisbane Cricket Ground",India,bat,England
35273,1,AR Patel,36.2,0,1,England,India,"""Brisbane Cricket Ground",India,bat,England
35274,1,B Kumar,36.3,5,5,England,India,"""Brisbane Cricket Ground",India,bat,England
35275,1,Mohammed Shami,37.3,1,7,England,India,"""Brisbane Cricket Ground",India,bat,England
35276,1,UT Yadav,39.3,0,0,England,India,"""Brisbane Cricket Ground",India,bat,England
35277,2,IR Bell,0.1,88,90,England,India,"""Brisbane Cricket Ground",India,bat,England
35278,2,MM Ali,0.1,8,12,England,India,"""Brisbane Cricket Ground",India,bat,England
35279,2,JWA Taylor,3.1,56,63,England,India,"""Brisbane Cricket Ground",India,bat,England
35280,2,JM Anderson,-1.0,0,0,England,India,"""Brisbane Cricket Ground",India,bat,England
35281,2,CR Woakes,-1.0,0,0,England,India,"""Brisbane Cricket Ground",India,bat,England
35282,2,SCJ Broad,-1.0,0,0,England,India,"""Brisbane Cricket Ground",India,bat,England
35283,2,ST Finn,-1.0,0,0,England,India,"""Brisbane Cricket Ground",India,bat,England
35397,1,Kycia A Knight,0.1,40,57,Australia,West Indies,Bradman Oval,West Indies,bat,Australia
35398,1,HK Matthews,0.1,60,80,Australia,West Indies,Bradman Oval,West Indies,bat,Australia
35399,1,SR Taylor,20.1,6,16,Australia,West Indies,Bradman Oval,West Indies,bat,Australia
35400,1,DJS Dottin,24.2,25,45,Australia,West Indies,Bradman Oval,West Indies,bat,Australia
35401,1,SA Campbelle,29.2,12,29,Australia,West Indies,Bradman Oval,West Indies,bat,Australia
35402,1,B Cooper,38.2,2,6,Australia,West Indies,Bradman Oval,West Indies,bat,Australia
35403,1,SL Quintyne,39.3,33,35,Australia,West Indies,Bradman Oval,West Indies,bat,Australia
35404,1,MR Aguilleira,39.1,30,26,Australia,West Indies,Bradman Oval,West Indies,bat,Australia
35405,1,A Mohammed,48.5,0,2,Australia,West Indies,Bradman Oval,West Indies,bat,Australia
35406,1,SS Connell,49.5,0,1,Australia,West Indies,Bradman Oval,West Indies,bat,Australia
35407,1,SL Munroe,-1.0,0,0,Australia,West Indies,Bradman Oval,West Indies,bat,Australia
35408,2,EJ Villani,0.1,5,10,Australia,West Indies,Bradman Oval,West Indies,bat,Australia
35409,2,NE Bolton,0.1,9,13,Australia,West Indies,Bradman Oval,West Indies,bat,Australia
35410,2,MM Lanning,3.5,135,127,Australia,West Indies,Bradman Oval,West Indies,bat,Australia
35411,2,EA Perry,4.3,64,108,Australia,West Indies,Bradman Oval,West Indies,bat,Australia
35412,2,JL Jonassen,-1.0,0,0,Australia,West Indies,Bradman Oval,West Indies,bat,Australia
35413,2,JL Hunter,-1.0,0,0,Australia,West Indies,Bradman Oval,West Indies,bat,Australia
35414,2,RM Farrell,-1.0,0,0,Australia,West Indies,Bradman Oval,West Indies,bat,Australia
35415,2,KM Beams,-1.0,0,0,Australia,West Indies,Bradman Oval,West Indies,bat,Australia
35416,2,EA Osborne,-1.0,0,0,Australia,West Indies,Bradman Oval,West Indies,bat,Australia
35587,1,L Lee,0.1,19,22,Sri Lanka,South Africa,Sinhalese Sports Club Ground,Sri Lanka,field,Sri Lanka
35588,1,T Chetty,0.1,26,37,Sri Lanka,South Africa,Sinhalese Sports Club Ground,Sri Lanka,field,Sri Lanka
35589,1,D van Niekerk,9.2,1,5,Sri Lanka,South Africa,Sinhalese Sports Club Ground,Sri Lanka,field,Sri Lanka
35590,1,M du Preez,10.2,34,44,Sri Lanka,South Africa,Sinhalese Sports Club Ground,Sri Lanka,field,Sri Lanka
35591,1,M Kapp,12.4,29,30,Sri Lanka,South Africa,Sinhalese Sports Club Ground,Sri Lanka,field,Sri Lanka
35592,1,CL Tryon,21.6,15,13,Sri Lanka,South Africa,Sinhalese Sports Club Ground,Sri Lanka,field,Sri Lanka
35593,1,B Bezuidenhout,24.3,0,2,Sri Lanka,South Africa,Sinhalese Sports Club Ground,Sri Lanka,field,Sri Lanka
35594,1,S Ismail,25.1,8,6,Sri Lanka,South Africa,Sinhalese Sports Club Ground,Sri Lanka,field,Sri Lanka
35595,1,Y Fourie,26.5,1,1,Sri Lanka,South Africa,Sinhalese Sports Club Ground,Sri Lanka,field,Sri Lanka
35596,1,M Daniels,-1.0,0,0,Sri Lanka,South Africa,Sinhalese Sports Club Ground,Sri Lanka,field,Sri Lanka
