,Unnamed: 0,Innings,Player_name,Over_start_number,Runs_Scored,Balls_faced,Team1,Team2,Venue,Toss_winner,Toss_decision,Winner
38839,3945,2,SPD Smith,2.3,51,50,Mumbai Indians,Rising Pune Supergiant,"""Rajiv Gandhi International Stadium",Mumbai Indians,bat,Mumbai Indians
38840,3946,2,MS Dhoni,11.6,10,13,Mumbai Indians,Rising Pune Supergiant,"""Rajiv Gandhi International Stadium",Mumbai Indians,bat,Mumbai Indians
38841,3947,2,MK Tiwary,16.3,7,7,Mumbai Indians,Rising Pune Supergiant,"""Rajiv Gandhi International Stadium",Mumbai Indians,bat,Mumbai Indians
38842,3948,2,Washington Sundar,19.4,0,0,Mumbai Indians,Rising Pune Supergiant,"""Rajiv Gandhi International Stadium",Mumbai Indians,bat,Mumbai Indians
38843,3949,2,DT Christian,19.3,4,2,Mumbai Indians,Rising Pune Supergiant,"""Rajiv Gandhi International Stadium",Mumbai Indians,bat,Mumbai Indians
38844,3950,2,JD Unadkat,-1.0,0,0,Mumbai Indians,Rising Pune Supergiant,"""Rajiv Gandhi International Stadium",Mumbai Indians,bat,Mumbai Indians
38845,3951,2,SN Thakur,-1.0,0,0,Mumbai Indians,Rising Pune Supergiant,"""Rajiv Gandhi International Stadium",Mumbai Indians,bat,Mumbai Indians
38846,3952,2,LH Ferguson,-1.0,0,0,Mumbai Indians,Rising Pune Supergiant,"""Rajiv Gandhi International Stadium",Mumbai Indians,bat,Mumbai Indians
38847,3953,2,A Zampa,-1.0,0,0,Mumbai Indians,Rising Pune Supergiant,"""Rajiv Gandhi International Stadium",Mumbai Indians,bat,Mumbai Indians
38848,4893,1,Iman-ul-Haq,0.1,62,101,Qatar,Kuwait,Royal Chiangmai Golf Club,Kuwait,field,Qatar
38849,4894,1,Qalandar Khan,0.1,72,83,Qatar,Kuwait,Royal Chiangmai Golf Club,Kuwait,field,Qatar
38850,4895,1,Mohammad Rizlan,27.5,22,32,Qatar,Kuwait,Royal Chiangmai Golf Club,Kuwait,field,Qatar
38851,4896,1,Tamoor Sajjad,33.5,43,32,Qatar,Kuwait,Royal Chiangmai Golf Club,Kuwait,field,Qatar
38852,4897,1,Nouman Sarwar,37.1,3,16,Qatar,Kuwait,Royal Chiangmai Golf Club,Kuwait,field,Qatar
38853,4898,1,Kamran Khan (2),41.1,10,6,Qatar,Kuwait,Royal Chiangmai Golf Club,Kuwait,field,Qatar
38854,4899,1,Mohammed Awais,42.5,13,10,Qatar,Kuwait,Royal Chiangmai Golf Club,Kuwait,field,Qatar
38855,4900,1,Zaheer Ibrahim,45.4,57,19,Qatar,Kuwait,Royal Chiangmai Golf Club,Kuwait,field,Qatar
38856,4901,1,Mohammed Nadeem,-1.0,0,0,Qatar,Kuwait,Royal Chiangmai Golf Club,Kuwait,field,Qatar
38857,4902,1,Iqbal Hussain,-1.0,0,0,Qatar,Kuwait,Royal Chiangmai Golf Club,Kuwait,field,Qatar
38858,4903,2,Usman Waheed,0.1,1,7,Qatar,Kuwait,Royal Chiangmai Golf Club,Kuwait,field,Qatar
38859,4904,2,Mohammed Irfan,1.2,29,24,Qatar,Kuwait,Royal Chiangmai Golf Club,Kuwait,field,Qatar
38860,4905,2,Aamir Javed,0.1,52,75,Qatar,Kuwait,Royal Chiangmai Golf Club,Kuwait,field,Qatar
38861,4906,2,Mohammad Amin,10.5,0,2,Qatar,Kuwait,Royal Chiangmai Golf Club,Kuwait,field,Qatar
38862,4907,2,Ali Zaheer,11.1,2,6,Qatar,Kuwait,Royal Chiangmai Golf Club,Kuwait,field,Qatar
38863,4908,2,Adnan Idrees,13.2,2,8,Qatar,Kuwait,Royal Chiangmai Golf Club,Kuwait,field,Qatar
38864,4909,2,Mohammed Ghulam,15.2,4,23,Qatar,Kuwait,Royal Chiangmai Golf Club,Kuwait,field,Qatar
38865,4910,2,Imran Ali,21.6,12,34,Qatar,Kuwait,Royal Chiangmai Golf Club,Kuwait,field,Qatar
38866,4911,2,Haroon Shahid,25.5,24,42,Qatar,Kuwait,Royal Chiangmai Golf Club,Kuwait,field,Qatar
38867,4912,2,Abdullah Ghulam,35.5,1,2,Qatar,Kuwait,Royal Chiangmai Golf Club,Kuwait,field,Qatar
38868,4913,2,Fiaz Ahmad,36.6,5,17,Qatar,Kuwait,Royal Chiangmai Golf Club,Kuwait,field,Qatar
38869,4914,1,Imran Ali Butt,0.1,0,4,Bahrain,Bhutan,Royal Chiangmai Golf Club,Bhutan,field,Bahrain
38870,4915,1,Mohammed Sameer,0.5,19,16,Bahrain,Bhutan,Royal Chiangmai Golf Club,Bhutan,field,Bahrain
38871,4916,1,J Chaturanga,0.1,9,17,Bahrain,Bhutan,Royal Chiangmai Golf Club,Bhutan,field,Bahrain
38872,4917,1,Azeem ul Haq,4.6,0,2,Bahrain,Bhutan,Royal Chiangmai Golf Club,Bhutan,field,Bahrain
38873,4918,1,GSPR Arachchige,6.2,1,2,Bahrain,Bhutan,Royal Chiangmai Golf Club,Bhutan,field,Bahrain
38874,4919,1,Muhammad Rafeh,6.6,4,3,Bahrain,Bhutan,Royal Chiangmai Golf Club,Bhutan,field,Bahrain
38875,4920,1,Tahir Dar,6.5,68,98,Bahrain,Bhutan,Royal Chiangmai Golf Club,Bhutan,field,Bahrain
38876,4921,1,Muhammad Safdar,8.5,8,39,Bahrain,Bhutan,Royal Chiangmai Golf Club,Bhutan,field,Bahrain
38877,4922,1,Junaid Aziz,24.6,27,64,Bahrain,Bhutan,Royal Chiangmai Golf Club,Bhutan,field,Bahrain
38878,4923,1,Bilal Mansoor,37.5,5,15,Bahrain,Bhutan,Royal Chiangmai Golf Club,Bhutan,field,Bahrain
38879,4924,1,Babar Ali,42.5,0,0,Bahrain,Bhutan,Royal Chiangmai Golf Club,Bhutan,field,Bahrain
38880,4925,2,Kumar Subba,0.1,0,4,Bahrain,Bhutan,Royal Chiangmai Golf Club,Bhutan,field,Bahrain
38881,4926,2,T Wangchuk,0.6,0,4,Bahrain,Bhutan,Royal Chiangmai Golf Club,Bhutan,field,Bahrain
38882,4927,2,K Norbu,0.1,11,59,Bahrain,Bhutan,Royal Chiangmai Golf Club,Bhutan,field,Bahrain
38883,4928,2,T Jamtsho,2.4,42,50,Bahrain,Bhutan,Royal Chiangmai Golf Club,Bhutan,field,Bahrain
38884,4929,2,S Tobgay,18.6,2,17,Bahrain,Bhutan,Royal Chiangmai Golf Club,Bhutan,field,Bahrain
38885,4930,2,S Pradhan,21.3,2,18,Bahrain,Bhutan,Royal Chiangmai Golf Club,Bhutan,field,Bahrain
38886,4931,2,DS Gurung,24.6,2,9,Bahrain,Bhutan,Royal Chiangmai Golf Club,Bhutan,field,Bahrain
38887,4932,2,R Pradhan,26.5,0,4,Bahrain,Bhutan,Royal Chiangmai Golf Club,Bhutan,field,Bahrain
38888,4933,2,K Ghalley,27.4,11,49,Bahrain,Bhutan,Royal Chiangmai Golf Club,Bhutan,field,Bahrain
38889,4934,2,Tenzin Wangchuk jnr,28.5,14,26,Bahrain,Bhutan,Royal Chiangmai Golf Club,Bhutan,field,Bahrain
38890,4935,2,T Singye,39.2,5,12,Bahrain,Bhutan,Royal Chiangmai Golf Club,Bhutan,field,Bahrain
38891,5137,1,A Steyn,0.1,4,10,South Africa,India,Senwes Park,India,field,India
38892,5138,1,S Luus,0.1,55,72,South Africa,India,Senwes Park,India,field,India
38893,5139,1,T Chetty,2.5,6,8,South Africa,India,Senwes Park,India,field,India
38894,5140,1,M du Preez,5.3,30,48,South Africa,India,Senwes Park,India,field,India
38895,5141,1,M Kapp,21.3,18,28,South Africa,India,Senwes Park,India,field,India
38896,5142,1,N de Klerk,27.4,10,19,South Africa,India,Senwes Park,India,field,India
38897,5143,1,CL Tryon,31.4,20,32,South Africa,India,Senwes Park,India,field,India
38898,5144,1,S Ismail,32.2,0,10,South Africa,India,Senwes Park,India,field,India
38899,5145,1,A Khaka,34.1,0,4,South Africa,India,Senwes Park,India,field,India
38900,5146,1,M Klaas,38.1,0,3,South Africa,India,Senwes Park,India,field,India
38901,5147,1,R Ntozakhe,39.5,0,2,South Africa,India,Senwes Park,India,field,India
38902,5148,2,DB Sharma,0.1,8,25,South Africa,India,Senwes Park,India,field,India
38903,5149,2,PG Raut,0.1,70,89,South Africa,India,Senwes Park,India,field,India
38904,5150,2,MR Meshram,9.1,2,4,South Africa,India,Senwes Park,India,field,India
38905,5151,2,M Raj,11.2,62,79,South Africa,India,Senwes Park,India,field,India
38906,5152,2,J Goswami,-1.0,0,0,South Africa,India,Senwes Park,India,field,India
38907,5153,2,S Pandey,-1.0,0,0,South Africa,India,Senwes Park,India,field,India
38908,5154,2,E Bisht,-1.0,0,0,South Africa,India,Senwes Park,India,field,India
38909,5155,2,Poonam Yadav,-1.0,0,0,South Africa,India,Senwes Park,India,field,India
38910,5156,2,H Kaur,-1.0,0,0,South Africa,India,Senwes Park,India,field,India
38911,5400,1,AT Carey,0.1,44,25,Adelaide Strikers,Sydney Thunder,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
38912,5401,1,J Weatherald,0.1,8,6,Adelaide Strikers,Sydney Thunder,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
38913,5402,1,TM Head,1.5,36,29,Adelaide Strikers,Sydney Thunder,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
38914,5403,1,CA Ingram,9.6,15,14,Adelaide Strikers,Sydney Thunder,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
38915,5404,1,JW Wells,11.3,13,16,Adelaide Strikers,Sydney Thunder,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
38916,5405,1,JS Lehmann,13.4,23,20,Adelaide Strikers,Sydney Thunder,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
38917,5406,1,JR Dean,18.2,12,5,Adelaide Strikers,Sydney Thunder,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
38918,5407,1,Rashid Khan,19.7,0,0,Adelaide Strikers,Sydney Thunder,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
38919,5408,1,B Stanlake,-1.0,0,0,Adelaide Strikers,Sydney Thunder,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
38920,5409,1,PM Siddle,-1.0,0,0,Adelaide Strikers,Sydney Thunder,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
38921,5410,1,B Laughlin,-1.0,0,0,Adelaide Strikers,Sydney Thunder,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
38922,5411,2,JC Buttler,0.1,10,9,Adelaide Strikers,Sydney Thunder,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
38923,5412,2,KR Patterson,0.1,48,37,Adelaide Strikers,Sydney Thunder,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
38924,5413,2,SR Watson,2.6,12,12,Adelaide Strikers,Sydney Thunder,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
38925,5414,2,RJ Gibson,7.2,4,8,Adelaide Strikers,Sydney Thunder,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
38926,5415,2,BJ Rohrer,10.2,0,2,Adelaide Strikers,Sydney Thunder,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
38927,5416,2,AJ Nair,10.4,23,22,Adelaide Strikers,Sydney Thunder,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
38928,5417,2,AC Blizzard,12.5,2,2,Adelaide Strikers,Sydney Thunder,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
38929,5418,2,CJ Green,13.3,0,1,Adelaide Strikers,Sydney Thunder,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
38930,5419,2,MJ McClenaghan,13.5,0,1,Adelaide Strikers,Sydney Thunder,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
38931,5420,2,Fawad Ahmed,13.6,0,3,Adelaide Strikers,Sydney Thunder,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
38932,5421,2,AL Fekete,16.2,1,7,Adelaide Strikers,Sydney Thunder,Adelaide Oval,Adelaide Strikers,bat,Adelaide Strikers
38933,5422,1,AJ Doolan,0.1,5,11,Sydney Thunder,Hobart Hurricanes,Sydney Showground Stadium,Sydney Thunder,field,Hobart Hurricanes
38934,5423,1,DJM Short,0.1,97,61,Sydney Thunder,Hobart Hurricanes,Sydney Showground Stadium,Sydney Thunder,field,Hobart Hurricanes
38935,5424,1,MS Wade,4.3,27,23,Sydney Thunder,Hobart Hurricanes,Sydney Showground Stadium,Sydney Thunder,field,Hobart Hurricanes
38936,5425,1,BR McDermott,11.4,49,24,Sydney Thunder,Hobart Hurricanes,Sydney Showground Stadium,Sydney Thunder,field,Hobart Hurricanes
38937,5426,1,DT Christian,19.8,0,0,Sydney Thunder,Hobart Hurricanes,Sydney Showground Stadium,Sydney Thunder,field,Hobart Hurricanes
38938,5427,1,CA Rose,-1.0,0,0,Sydney Thunder,Hobart Hurricanes,Sydney Showground Stadium,Sydney Thunder,field,Hobart Hurricanes
38939,5428,1,TS Mills,-1.0,0,0,Sydney Thunder,Hobart Hurricanes,Sydney Showground Stadium,Sydney Thunder,field,Hobart Hurricanes
38940,5429,1,JC Archer,-1.0,0,0,Sydney Thunder,Hobart Hurricanes,Sydney Showground Stadium,Sydney Thunder,field,Hobart Hurricanes
38941,5430,1,CJ Boyce,-1.0,0,0,Sydney Thunder,Hobart Hurricanes,Sydney Showground Stadium,Sydney Thunder,field,Hobart Hurricanes
38942,5431,2,KR Patterson,0.1,36,26,Sydney Thunder,Hobart Hurricanes,Sydney Showground Stadium,Sydney Thunder,field,Hobart Hurricanes
38943,5432,2,JC Buttler,0.1,81,42,Sydney Thunder,Hobart Hurricanes,Sydney Showground Stadium,Sydney Thunder,field,Hobart Hurricanes
38944,5433,2,SR Watson,7.2,36,31,Sydney Thunder,Hobart Hurricanes,Sydney Showground Stadium,Sydney Thunder,field,Hobart Hurricanes
38945,5434,2,CJ Ferguson,14.4,0,1,Sydney Thunder,Hobart Hurricanes,Sydney Showground Stadium,Sydney Thunder,field,Hobart Hurricanes
38946,5435,2,BJ Rohrer,14.5,5,4,Sydney Thunder,Hobart Hurricanes,Sydney Showground Stadium,Sydney Thunder,field,Hobart Hurricanes
38947,5436,2,AJ Nair,15.6,0,1,Sydney Thunder,Hobart Hurricanes,Sydney Showground Stadium,Sydney Thunder,field,Hobart Hurricanes
38948,5437,2,RJ Gibson,16.5,2,5,Sydney Thunder,Hobart Hurricanes,Sydney Showground Stadium,Sydney Thunder,field,Hobart Hurricanes
38949,5438,2,CJ Green,17.6,5,3,Sydney Thunder,Hobart Hurricanes,Sydney Showground Stadium,Sydney Thunder,field,Hobart Hurricanes
38950,5439,2,GS Sandhu,19.1,11,4,Sydney Thunder,Hobart Hurricanes,Sydney Showground Stadium,Sydney Thunder,field,Hobart Hurricanes
38951,5440,2,MJ McClenaghan,19.2,1,1,Sydney Thunder,Hobart Hurricanes,Sydney Showground Stadium,Sydney Thunder,field,Hobart Hurricanes
38952,5441,2,Fawad Ahmed,-1.0,0,0,Sydney Thunder,Hobart Hurricanes,Sydney Showground Stadium,Sydney Thunder,field,Hobart Hurricanes
38953,5442,1,AT Carey,0.1,34,27,Sydney Thunder,Adelaide Strikers,Sydney Showground Stadium,Adelaide Strikers,bat,Adelaide Strikers
38954,5443,1,J Weatherald,0.1,15,13,Sydney Thunder,Adelaide Strikers,Sydney Showground Stadium,Adelaide Strikers,bat,Adelaide Strikers
38955,5444,1,TM Head,3.6,12,12,Sydney Thunder,Adelaide Strikers,Sydney Showground Stadium,Adelaide Strikers,bat,Adelaide Strikers
38956,5445,1,CA Ingram,8.2,48,30,Sydney Thunder,Adelaide Strikers,Sydney Showground Stadium,Adelaide Strikers,bat,Adelaide Strikers
38957,5446,1,JW Wells,9.1,10,13,Sydney Thunder,Adelaide Strikers,Sydney Showground Stadium,Adelaide Strikers,bat,Adelaide Strikers
38958,5447,1,MG Neser,14.2,12,13,Sydney Thunder,Adelaide Strikers,Sydney Showground Stadium,Adelaide Strikers,bat,Adelaide Strikers
38959,5448,1,JS Lehmann,17.5,4,3,Sydney Thunder,Adelaide Strikers,Sydney Showground Stadium,Adelaide Strikers,bat,Adelaide Strikers
38960,5449,1,Rashid Khan,18.8,16,6,Sydney Thunder,Adelaide Strikers,Sydney Showground Stadium,Adelaide Strikers,bat,Adelaide Strikers
38961,5450,1,PM Siddle,19.2,0,0,Sydney Thunder,Adelaide Strikers,Sydney Showground Stadium,Adelaide Strikers,bat,Adelaide Strikers
38962,5451,1,B Stanlake,-1.0,0,0,Sydney Thunder,Adelaide Strikers,Sydney Showground Stadium,Adelaide Strikers,bat,Adelaide Strikers
38963,5452,1,B Laughlin,-1.0,0,0,Sydney Thunder,Adelaide Strikers,Sydney Showground Stadium,Adelaide Strikers,bat,Adelaide Strikers
38964,5453,2,KR Patterson,0.1,29,35,Sydney Thunder,Adelaide Strikers,Sydney Showground Stadium,Adelaide Strikers,bat,Adelaide Strikers
38965,5454,2,JC Buttler,0.1,21,20,Sydney Thunder,Adelaide Strikers,Sydney Showground Stadium,Adelaide Strikers,bat,Adelaide Strikers
38966,5455,2,SR Watson,6.6,14,15,Sydney Thunder,Adelaide Strikers,Sydney Showground Stadium,Adelaide Strikers,bat,Adelaide Strikers
38967,5456,2,CJ Ferguson,11.1,9,13,Sydney Thunder,Adelaide Strikers,Sydney Showground Stadium,Adelaide Strikers,bat,Adelaide Strikers
38968,5457,2,AJ Nair,13.2,10,7,Sydney Thunder,Adelaide Strikers,Sydney Showground Stadium,Adelaide Strikers,bat,Adelaide Strikers
38969,5458,2,BJ Rohrer,15.2,29,13,Sydney Thunder,Adelaide Strikers,Sydney Showground Stadium,Adelaide Strikers,bat,Adelaide Strikers
38970,5459,2,CJ Green,16.3,8,5,Sydney Thunder,Adelaide Strikers,Sydney Showground Stadium,Adelaide Strikers,bat,Adelaide Strikers
38971,5460,2,RJ Gibson,18.4,2,2,Sydney Thunder,Adelaide Strikers,Sydney Showground Stadium,Adelaide Strikers,bat,Adelaide Strikers
38972,5461,2,GS Sandhu,18.6,0,1,Sydney Thunder,Adelaide Strikers,Sydney Showground Stadium,Adelaide Strikers,bat,Adelaide Strikers
38973,5462,2,MJ McClenaghan,19.3,0,2,Sydney Thunder,Adelaide Strikers,Sydney Showground Stadium,Adelaide Strikers,bat,Adelaide Strikers
38974,5463,2,Fawad Ahmed,19.5,0,2,Sydney Thunder,Adelaide Strikers,Sydney Showground Stadium,Adelaide Strikers,bat,Adelaide Strikers
38975,5464,1,MS Harris,0.1,48,28,Perth Scorchers,Melbourne Renegades,W.A.C.A. Ground,Perth Scorchers,field,Perth Scorchers
38976,5465,1,AJ Finch,0.1,2,3,Perth Scorchers,Melbourne Renegades,W.A.C.A. Ground,Perth Scorchers,field,Perth Scorchers
38977,5466,1,CL White,2.2,68,53,Perth Scorchers,Melbourne Renegades,W.A.C.A. Ground,Perth Scorchers,field,Perth Scorchers
38978,5467,1,TLW Cooper,9.5,57,33,Perth Scorchers,Melbourne Renegades,W.A.C.A. Ground,Perth Scorchers,field,Perth Scorchers
38979,5468,1,DJ Bravo,19.6,0,0,Perth Scorchers,Melbourne Renegades,W.A.C.A. Ground,Perth Scorchers,field,Perth Scorchers
38980,5469,1,Mohammad Nabi,-1.0,0,0,Perth Scorchers,Melbourne Renegades,W.A.C.A. Ground,Perth Scorchers,field,Perth Scorchers
38981,5470,1,KW Richardson,-1.0,0,0,Perth Scorchers,Melbourne Renegades,W.A.C.A. Ground,Perth Scorchers,field,Perth Scorchers
38982,5471,1,JD Wildermuth,-1.0,0,0,Perth Scorchers,Melbourne Renegades,W.A.C.A. Ground,Perth Scorchers,field,Perth Scorchers
38983,5472,1,GB Hogg,-1.0,0,0,Perth Scorchers,Melbourne Renegades,W.A.C.A. Ground,Perth Scorchers,field,Perth Scorchers
38984,5473,2,DJ Willey,0.1,55,39,Perth Scorchers,Melbourne Renegades,W.A.C.A. Ground,Perth Scorchers,field,Perth Scorchers
38985,5474,2,M Klinger,0.1,0,1,Perth Scorchers,Melbourne Renegades,W.A.C.A. Ground,Perth Scorchers,field,Perth Scorchers
38986,5475,2,HWR Cartwright,0.3,22,23,Perth Scorchers,Melbourne Renegades,W.A.C.A. Ground,Perth Scorchers,field,Perth Scorchers
38987,5476,2,AJ Turner,6.6,70,31,Perth Scorchers,Melbourne Renegades,W.A.C.A. Ground,Perth Scorchers,field,Perth Scorchers
38988,5477,2,AC Agar,14.4,26,17,Perth Scorchers,Melbourne Renegades,W.A.C.A. Ground,Perth Scorchers,field,Perth Scorchers
38989,5478,2,AC Voges,17.3,1,1,Perth Scorchers,Melbourne Renegades,W.A.C.A. Ground,Perth Scorchers,field,Perth Scorchers
38990,5479,2,TH David,17.5,3,5,Perth Scorchers,Melbourne Renegades,W.A.C.A. Ground,Perth Scorchers,field,Perth Scorchers
38991,5480,2,MG Johnson,-1.0,0,0,Perth Scorchers,Melbourne Renegades,W.A.C.A. Ground,Perth Scorchers,field,Perth Scorchers
38992,5481,2,JA Richardson,-1.0,0,0,Perth Scorchers,Melbourne Renegades,W.A.C.A. Ground,Perth Scorchers,field,Perth Scorchers
38993,5482,2,AJ Tye,-1.0,0,0,Perth Scorchers,Melbourne Renegades,W.A.C.A. Ground,Perth Scorchers,field,Perth Scorchers
38994,5483,1,PSP Handscomb,0.1,41,37,Melbourne Renegades,Melbourne Stars,Docklands Stadium,Melbourne Renegades,field,Melbourne Stars
38995,5484,1,BR Dunk,0.1,0,1,Melbourne Renegades,Melbourne Stars,Docklands Stadium,Melbourne Renegades,field,Melbourne Stars
38996,5485,1,KP Pietersen,0.5,74,46,Melbourne Renegades,Melbourne Stars,Docklands Stadium,Melbourne Renegades,field,Melbourne Stars
38997,5486,1,GJ Maxwell,13.2,31,16,Melbourne Renegades,Melbourne Stars,Docklands Stadium,Melbourne Renegades,field,Melbourne Stars
38998,5487,1,SE Gotch,14.4,9,8,Melbourne Renegades,Melbourne Stars,Docklands Stadium,Melbourne Renegades,field,Melbourne Stars
38999,5488,1,JP Faulkner,16.4,10,12,Melbourne Renegades,Melbourne Stars,Docklands Stadium,Melbourne Renegades,field,Melbourne Stars
39000,5489,1,DJ Worrall,-1.0,0,0,Melbourne Renegades,Melbourne Stars,Docklands Stadium,Melbourne Renegades,field,Melbourne Stars
39001,5490,1,JR Coleman,-1.0,0,0,Melbourne Renegades,Melbourne Stars,Docklands Stadium,Melbourne Renegades,field,Melbourne Stars
39002,5491,1,D Fallins,-1.0,0,0,Melbourne Renegades,Melbourne Stars,Docklands Stadium,Melbourne Renegades,field,Melbourne Stars
39003,5492,1,JW Hastings,-1.0,0,0,Melbourne Renegades,Melbourne Stars,Docklands Stadium,Melbourne Renegades,field,Melbourne Stars
39004,5493,1,EP Gulbis,-1.0,0,0,Melbourne Renegades,Melbourne Stars,Docklands Stadium,Melbourne Renegades,field,Melbourne Stars
39005,5494,2,TP Ludeman,0.1,13,14,Melbourne Renegades,Melbourne Stars,Docklands Stadium,Melbourne Renegades,field,Melbourne Stars
39006,5495,2,MS Harris,0.1,0,3,Melbourne Renegades,Melbourne Stars,Docklands Stadium,Melbourne Renegades,field,Melbourne Stars
39007,5496,2,MW Short,1.5,16,14,Melbourne Renegades,Melbourne Stars,Docklands Stadium,Melbourne Renegades,field,Melbourne Stars
39008,5497,2,DJ Bravo,4.1,26,17,Melbourne Renegades,Melbourne Stars,Docklands Stadium,Melbourne Renegades,field,Melbourne Stars
39009,5498,2,TLW Cooper,5.5,19,19,Melbourne Renegades,Melbourne Stars,Docklands Stadium,Melbourne Renegades,field,Melbourne Stars
39010,5499,2,Mohammad Nabi,9.4,23,17,Melbourne Renegades,Melbourne Stars,Docklands Stadium,Melbourne Renegades,field,Melbourne Stars
39011,5500,2,BJ Webster,13.2,9,10,Melbourne Renegades,Melbourne Stars,Docklands Stadium,Melbourne Renegades,field,Melbourne Stars
39012,5501,2,JD Wildermuth,14.5,23,11,Melbourne Renegades,Melbourne Stars,Docklands Stadium,Melbourne Renegades,field,Melbourne Stars
39013,5502,2,KW Richardson,17.2,9,8,Melbourne Renegades,Melbourne Stars,Docklands Stadium,Melbourne Renegades,field,Melbourne Stars
39014,5503,2,JM Holland,18.4,1,3,Melbourne Renegades,Melbourne Stars,Docklands Stadium,Melbourne Renegades,field,Melbourne Stars
39015,5504,2,GB Hogg,19.4,1,2,Melbourne Renegades,Melbourne Stars,Docklands Stadium,Melbourne Renegades,field,Melbourne Stars
39016,5505,1,AT Carey,0.1,32,24,Melbourne Renegades,Adelaide Strikers,Docklands Stadium,Melbourne Renegades,field,Adelaide Strikers
39017,5506,1,J Weatherald,0.1,3,9,Melbourne Renegades,Adelaide Strikers,Docklands Stadium,Melbourne Renegades,field,Adelaide Strikers
39018,5507,1,TM Head,2.6,58,47,Melbourne Renegades,Adelaide Strikers,Docklands Stadium,Melbourne Renegades,field,Adelaide Strikers
39019,5508,1,CA Ingram,9.4,68,35,Melbourne Renegades,Adelaide Strikers,Docklands Stadium,Melbourne Renegades,field,Adelaide Strikers
39020,5509,1,JW Wells,18.3,5,3,Melbourne Renegades,Adelaide Strikers,Docklands Stadium,Melbourne Renegades,field,Adelaide Strikers
39021,5510,1,JS Lehmann,19.7,0,1,Melbourne Renegades,Adelaide Strikers,Docklands Stadium,Melbourne Renegades,field,Adelaide Strikers
39022,5511,1,MG Neser,-1.0,0,0,Melbourne Renegades,Adelaide Strikers,Docklands Stadium,Melbourne Renegades,field,Adelaide Strikers
39023,5512,1,B Stanlake,-1.0,0,0,Melbourne Renegades,Adelaide Strikers,Docklands Stadium,Melbourne Renegades,field,Adelaide Strikers
39024,5513,1,PM Siddle,-1.0,0,0,Melbourne Renegades,Adelaide Strikers,Docklands Stadium,Melbourne Renegades,field,Adelaide Strikers
39025,5514,1,B Laughlin,-1.0,0,0,Melbourne Renegades,Adelaide Strikers,Docklands Stadium,Melbourne Renegades,field,Adelaide Strikers
39026,5515,1,Rashid Khan,-1.0,0,0,Melbourne Renegades,Adelaide Strikers,Docklands Stadium,Melbourne Renegades,field,Adelaide Strikers
39027,5516,2,MS Harris,0.1,25,30,Melbourne Renegades,Adelaide Strikers,Docklands Stadium,Melbourne Renegades,field,Adelaide Strikers
39028,5517,2,TP Ludeman,0.1,14,10,Melbourne Renegades,Adelaide Strikers,Docklands Stadium,Melbourne Renegades,field,Adelaide Strikers
39029,5518,2,CL White,4.4,17,23,Melbourne Renegades,Adelaide Strikers,Docklands Stadium,Melbourne Renegades,field,Adelaide Strikers
39030,5519,2,TLW Cooper,9.2,24,16,Melbourne Renegades,Adelaide Strikers,Docklands Stadium,Melbourne Renegades,field,Adelaide Strikers
39031,5520,2,KA Pollard,12.2,14,11,Melbourne Renegades,Adelaide Strikers,Docklands Stadium,Melbourne Renegades,field,Adelaide Strikers
39032,5521,2,DJ Bravo,14.2,4,3,Melbourne Renegades,Adelaide Strikers,Docklands Stadium,Melbourne Renegades,field,Adelaide Strikers
39033,5522,2,BJ Hodge,15.3,30,17,Melbourne Renegades,Adelaide Strikers,Docklands Stadium,Melbourne Renegades,field,Adelaide Strikers
39034,5523,2,JD Wildermuth,16.2,3,5,Melbourne Renegades,Adelaide Strikers,Docklands Stadium,Melbourne Renegades,field,Adelaide Strikers
39035,5524,2,CP Tremain,18.2,2,2,Melbourne Renegades,Adelaide Strikers,Docklands Stadium,Melbourne Renegades,field,Adelaide Strikers
39036,5525,2,KW Richardson,-1.0,0,0,Melbourne Renegades,Adelaide Strikers,Docklands Stadium,Melbourne Renegades,field,Adelaide Strikers
